title,description,creator,recipient,date,date-is-approximate,latitude,longitude,item-information,subject,related-publication,publisher-digital,source,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,reference-url,cdmid,contentdm-file-name,contentdm-file-path,objectid,youtubeid
Wells Visions New World,"Clipping reports on the lecture H.G. Wells gave to nearly 6,000 persons gathered in Patten gymnasium at Northwestern University in regards to 'The World Community of Tomorrow,' synthesizing actions of all communities, and the creation of a 'world brain.'",,,1937-10-30,,,,single-page; clippings,H.G. Wells; Orthodox Religions; Lectures,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Robinson Clippings'",MG101_b6_Clippings_Robinson_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/564,564,291.pdf,/psychiana/image/291.pdf,psychiana564,
"Photograph of three men, two working at linographs","Photograph depicts W.J. Marinean standing between Howard Wallace and T.J. Grief, who sit at two linograph machines and work.",,,1935,yes,,,single-page; photographs,Daily Idahoan; Psychiana Staff,Daily Idahoan,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Psychiana Photographs'",MG101_B6_Psychiana_Photographs_035,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpeg,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/565,565,292.jp2,/psychiana/image/292.jp2,psychiana565,
Photograph of Frank B. Robinson loading a printing press with ink,"Photograph depicts Frank. B. Robinson with his sleeves rolled up, loading a small printing press with ink from a black container.",Zalmanoff,,1938,yes,,,single-page; photographs,Daily Idahoan; Psychiana Staff,Daily Idahoan,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Psychiana Photographs'",MG101_B6_Psychiana_Photographs_037a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpeg,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/566,566,293.jp2,/psychiana/image/293.jp2,psychiana566,
Photograph of Frank B. Robinson watching the work of an unidentified male staff member,Photograph depicts Frank B. Robinson standing behind an unidentified male staff member who edits a lithograph plate at a drafting table.,,,1940,yes,,,single-page; photographs,Daily Idahoan; Psychiana Staff,Daily Idahoan,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Psychiana Photographs'",MG101_B6_Psychiana_Photographs_038,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpeg,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/567,567,294.jp2,/psychiana/image/294.jp2,psychiana567,
Photograph of Frank B. Robinson adjusting a small printing press.,Photograph depicts Frank B. Robinson with his sleeves rolled up and an unidentified male and female staff member working at row of small printing presses.,,,1940,yes,,,single-page; photographs,Daily Idahoan; Psychiana Staff,Daily Idahoan,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Psychiana Photographs'",MG101_B6_Psychiana_Photographs_039,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpeg,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/568,568,295.jp2,/psychiana/image/295.jp2,psychiana568,
"Photograph of William Walter DeBolt, Frank B. Robinson, and unidentified female staff member working at a sorter","Photograph depicts (from left to right) W.W. DeBolt standing with his hands in his pockets, Frank B. Robinson with sleeves rolled up adjusting a sorter, and a female Psychiana Staff Member collecting materials as they leave the sorter.",,,1940,yes,,,single-page; photographs,Psychiana Headquarters; Psychiana Staff; Mailings,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Psychiana Photographs'",MG101_B6_Psychiana_Photographs_040,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpeg,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/569,569,296.jp2,/psychiana/image/296.jp2,psychiana569,
Photograph of Psychiana staff in printing room,"Photograph depicts several unidentified Psychiana employees working at several different machines, including small side by side printing presses, and sorting materials in the back of the room.",,,1940,yes,,,single-page; photographs,Psychiana Headquarters; Psychiana Staff,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Psychiana Photographs'",MG101_B6_Psychiana_Photographs_041,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpeg,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/570,570,297.jp2,/psychiana/image/297.jp2,psychiana570,
Why Be Afraid,Clipping details the  experience of a veteran who claims to have fought in two wars and begins discusssing the pervasive nature of terror and fear in the daily life of citizens in the face of major world wars and how God can alleviate that fear.,,,1939,yes,,,single-page; clippings,World War; Terrorism,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Robinson Clippings'",MG101_b6_Clippings_Robinson_02,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/571,571,298.pdf,/psychiana/image/298.pdf,psychiana571,
Scientists Discover 'Cement' of the Universe; Words as an Active Force In Daily Life; Musings of a Traveling Man,"Clippings of several articles including reports of experiments to separate atoms in a machine at the Carnegie institute in Washington, the ability to will something through words and repetition, and a report that Frank B. Robinson sent out literature asking people to use the God-Power to stop Hitler.",,,1939-12-01,yes,,,single-page; clippings,World War; God-Power; Science and Technology; Hitler,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Robinson Clippings'",MG101_b6_Clippings_Robinson_03,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/572,572,299.pdf,/psychiana/image/299.pdf,psychiana572,
"We Read an Amazing Story, Chapter 4 with Editors Corrections 2","Chapter 4 begins by expressing that many organized religions and reporters in national publications like Colliers and Time have misrepresented the message of Psychiana and Psychiana's doctrine. Chapter goes on to describe the origins of Psychiana and clarifies the nature of Christ, Psychiana's teachings, and God's Power here on earth. This draft of chapter includes editorial corrections in ink. Missing pages 140 - 150.","Robinson, Frank B.",,1946,yes,,,multiple-page; chapters,God-Power; Psychiana Criticism; Psychiana Origins; God on Earth,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 5, Folder 1",MG101_b5_f1_001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/0,0,1.pdf,/psychiana/image/1.pdf,psychiana0,
